fold,feature,repeat,macro_f1_decrease
1,exercise_frequency,2,-0.004873331267069347
1,exercise_frequency,3,-0.004873331267069347
1,exercise_frequency,4,0.005611236652403928
1,exercise_frequency,5,-0.004873331267069347
1,exercise_frequency,6,-0.0040054784437632
1,exercise_frequency,7,0.003085984127151442
1,exercise_frequency,8,-0.0014802259185106026
1,exercise_frequency,9,0.0016255562457047068
1,exercise_frequency,10,0.009629147690305984
1,meditation_or_mindfulness,1,0.004038058168627123
1,meditation_or_mindfulness,2,0.0
1,meditation_or_mindfulness,3,0.0009507568110714848
1,meditation_or_mindfulness,4,0.0009507568110714848
1,meditation_or_mindfulness,5,0.0009507568110714848
1,meditation_or_mindfulness,6,0.004038058168627123
1,meditation_or_mindfulness,7,0.0
1,meditation_or_mindfulness,8,0.004038058168627123
1,meditation_or_mindfulness,9,0.004038058168627123
1,meditation_or_mindfulness,10,0.0009507568110714848
2,age,1,-0.009557762498939026
2,age,2,-0.0069433834139717154
2,age,3,0.0043290043290044045
2,age,4,0.0005803095554921534
2,age,5,-0.0069433834139717154
2,age,6,-0.00846906493965316
2,age,7,-0.009557762498939026
2,age,8,-0.01225393097001437
2,age,9,0.0011435255920549947
2,age,10,0.0017440497613715467
2,gender,1,-0.0032137728828905976
2,gender,2,0.0
2,gender,3,-0.0032137728828905976
2,gender,4,-0.0032137728828905976
2,gender,5,0.0
2,gender,6,-0.0032137728828905976
2,gender,7,0.0
2,gender,8,0.0
2,gender,9,-0.0032137728828905976
2,gender,10,-0.0032137728828905976
2,sleep_quality_index,1,-0.005817939549557227
2,sleep_quality_index,2,-0.006436899659484574
2,sleep_quality_index,3,0.0
2,sleep_quality_index,4,-0.0026709612761560697
2,sleep_quality_index,5,-0.0026709612761560697
2,sleep_quality_index,6,-0.0020594989929533236
2,sleep_quality_index,7,0.0037476922587216244
2,sleep_quality_index,8,-0.005895062365650627
2,sleep_quality_index,9,-0.00260861359226483
2,sleep_quality_index,10,0.0005430989752345239
2,brain_fog_level,1,0.007523097609953511
2,brain_fog_level,2,-0.01173832631020355
2,brain_fog_level,3,-0.012284646303146629
2,brain_fog_level,4,-0.012284646303146629
2,brain_fog_level,5,-0.009049630571900669
2,brain_fog_level,6,-0.0026709612761560697
2,brain_fog_level,7,-0.005895062365650627
2,brain_fog_level,8,-0.012913509384097743
2,brain_fog_level,9,0.0032049814715026104
2,brain_fog_level,10,-0.01173832631020355
2,physical_pain_score,1,-0.002614379084967311
2,physical_pain_score,2,-0.0032137728828905976
2,physical_pain_score,3,0.0037666794700043082
2,physical_pain_score,4,-0.002614379084967311
2,physical_pain_score,5,0.0005803095554921534
2,physical_pain_score,6,-0.002614379084967311
2,physical_pain_score,7,-0.002614379084967311
2,physical_pain_score,8,0.0043290043290044045
2,physical_pain_score,9,0.0005803095554921534
2,physical_pain_score,10,-0.005817939549557227
2,stress_level,1,0.0011472003534519493
2,stress_level,2,-0.005895062365650627
2,stress_level,3,-0.01327371867929783
2,stress_level,4,-0.005824477206460954
2,stress_level,5,-0.004192795950008432
2,stress_level,6,0.0023582246990990763
2,stress_level,7,8.650827309919507e-05
2,stress_level,8,-0.01388676682794332
2,stress_level,9,-0.01327371867929783
2,stress_level,10,-0.004690050805552182
2,depression_phq9_score,1,0.24939155290478088
2,depression_phq9_score,2,0.2586093757870094
2,depression_phq9_score,3,0.25216563739199316
2,depression_phq9_score,4,0.2732812460658963
2,depression_phq9_score,5,0.1990014944297004
2,depression_phq9_score,6,0.23435251575409988
2,depression_phq9_score,7,0.2557558908456965
2,depression_phq9_score,8,0.2466357416449657
2,depression_phq9_score,9,0.25895188020123505
2,depression_phq9_score,10,0.24324851771041534
2,fatigue_severity_scale_score,1,0.15884015757448822
2,fatigue_severity_scale_score,2,0.11062237931392493
2,fatigue_severity_scale_score,3,0.1137660549581706
2,fatigue_severity_scale_score,4,0.12873740239283948
2,fatigue_severity_scale_score,5,0.13859518284090677
2,fatigue_severity_scale_score,6,0.10148188896691279
2,fatigue_severity_scale_score,7,0.13105550978100633
2,fatigue_severity_scale_score,8,0.16461320067142637
2,fatigue_severity_scale_score,9,0.15779337502670676
2,fatigue_severity_scale_score,10,0.1346309042028846
2,pem_duration_hours,1,-0.010175238024502709
2,pem_duration_hours,2,-0.010175238024502709
2,pem_duration_hours,3,-0.009557762498939026
2,pem_duration_hours,4,-0.003720765713325025
2,pem_duration_hours,5,-0.005824477206460954
2,pem_duration_hours,6,-0.0020509347472040806
2,pem_duration_hours,7,-0.006436899659484574
2,pem_duration_hours,8,-0.006838298595511105
2,pem_duration_hours,9,-0.006345437629335482
2,pem_duration_hours,10,-0.0069433834139717154
2,hours_of_sleep_per_night,1,-0.0032137728828905976
2,hours_of_sleep_per_night,2,-0.0020914121190473978
2,hours_of_sleep_per_night,3,0.0005430989752345239
2,hours_of_sleep_per_night,4,-0.006565685049696235
2,hours_of_sleep_per_night,5,-0.0020914121190473978
2,hours_of_sleep_per_night,6,0.0005430989752345239
2,hours_of_sleep_per_night,7,-0.0038428659370461915
2,hours_of_sleep_per_night,8,0.0032049814715026104
2,hours_of_sleep_per_night,9,0.0017440497613715467
2,hours_of_sleep_per_night,10,-0.0069433834139717154
2,pem_present,1,0.1475875924546307
2,pem_present,2,0.14106408007129156
2,pem_present,3,0.14881599107540522
2,pem_present,4,0.14818050760613122
2,pem_present,5,0.15749943257025123
2,pem_present,6,0.15988581452594175
2,pem_present,7,0.17683892775403998
2,pem_present,8,0.17590856829577461
2,pem_present,9,0.1578346326775648
2,pem_present,10,0.14721602821594149
2,work_status,1,0.0075060567403199
2,work_status,2,0.0005803095554921534
2,work_status,3,0.0
2,work_status,4,0.0032049814715026104
2,work_status,5,0.0037476922587216244
2,work_status,6,0.0037666794700043082
2,work_status,7,0.0032049814715026104
2,work_status,8,0.0069433834139717154
2,work_status,9,0.0075060567403199
2,work_status,10,0.0069433834139717154
2,social_activity_level,1,-0.002614379084967311
2,social_activity_level,2,-0.002614379084967311
2,social_activity_level,3,-0.0069433834139717154
2,social_activity_level,4,-0.0032137728828905976
2,social_activity_level,5,0.0005430989752345239
2,social_activity_level,6,0.0005803095554921534
2,social_activity_level,7,-0.0020509347472040806
2,social_activity_level,8,0.0011435255920549947
2,social_activity_level,9,-0.0069433834139717154
2,social_activity_level,10,-0.006345437629335482
2,exercise_frequency,1,-0.006436899659484574
2,exercise_frequency,2,-0.0026709612761560697
2,exercise_frequency,3,0.0
2,exercise_frequency,4,-0.0032137728828905976
2,exercise_frequency,5,-0.005824477206460954
2,exercise_frequency,6,-0.0032137728828905976
2,exercise_frequency,7,0.0037476922587216244
2,exercise_frequency,8,-0.0069433834139717154
2,exercise_frequency,9,0.0005430989752345239
2,exercise_frequency,10,0.0
2,meditation_or_mindfulness,1,-0.0069433834139717154
2,meditation_or_mindfulness,2,-0.003720765713325025
2,meditation_or_mindfulness,3,0.0005985240849505358
2,meditation_or_mindfulness,4,-0.0031215156799699884
2,meditation_or_mindfulness,5,-0.0069433834139717154
2,meditation_or_mindfulness,6,-0.009562289837279692
2,meditation_or_mindfulness,7,-0.005824477206460954
2,meditation_or_mindfulness,8,0.0
2,meditation_or_mindfulness,9,-0.003720765713325025
2,meditation_or_mindfulness,10,0.0032049814715026104
3,age,1,-0.007917341038829684
3,age,2,-0.009003715479951935
3,age,3,-0.0012956234609897699
3,age,4,-0.010040903287596215
3,age,5,-0.0059904591417409
3,age,6,-0.0012956234609897699
3,age,7,-0.0019031038514384369
3,age,8,0.001944626117288073
3,age,9,-0.013066247203444514
3,age,10,0.0010853289199626026
3,gender,1,0.0029783418379202287
3,gender,2,0.0
3,gender,3,0.0
3,gender,4,0.0
3,gender,5,0.0029783418379202287
3,gender,6,0.0029783418379202287
3,gender,7,0.0
3,gender,8,0.0
3,gender,9,0.0
3,gender,10,0.0
3,sleep_quality_index,1,-0.0059904591417409
3,sleep_quality_index,2,-0.0019031038514384369
3,sleep_quality_index,3,0.0
3,sleep_quality_index,4,0.002222173628877999
3,sleep_quality_index,5,-0.009003715479951935
3,sleep_quality_index,6,0.0
3,sleep_quality_index,7,-0.012029768282638353
3,sleep_quality_index,8,-0.0029894123651376114
3,sleep_quality_index,9,0.0010853289199626026
3,sleep_quality_index,10,-0.004903797326880177
3,brain_fog_level,1,0.0
3,brain_fog_level,2,0.0
3,brain_fog_level,3,0.0
3,brain_fog_level,4,0.0
3,brain_fog_level,5,0.0
3,brain_fog_level,6,0.0
3,brain_fog_level,7,0.0
3,brain_fog_level,8,0.0
3,brain_fog_level,9,0.0
3,brain_fog_level,10,0.0
3,physical_pain_score,1,0.004062078557321214
3,physical_pain_score,2,0.009982781856178291
3,physical_pain_score,3,0.0010853289199626026
3,physical_pain_score,4,0.0
3,physical_pain_score,5,0.0029783418379202287
3,physical_pain_score,6,-0.0029894123651376114
3,physical_pain_score,7,-0.0029894123651376114
3,physical_pain_score,8,0.004062078557321214
3,physical_pain_score,9,-0.0059904591417409
3,physical_pain_score,10,0.009982781856178291
3,stress_level,1,0.0029783418379202287
3,stress_level,2,0.009982781856178291
3,stress_level,3,0.010512376281226365
3,stress_level,4,0.005946166235564321
3,stress_level,5,0.0029783418379202287
3,stress_level,6,0.015863405750353277
3,stress_level,7,0.01698722187443613
3,stress_level,8,0.0070277111644018175
3,stress_level,9,0.0064797735095781794
3,stress_level,10,0.005946166235564321
3,depression_phq9_score,1,0.20195609741113085
3,depression_phq9_score,2,0.18064899023628567
3,depression_phq9_score,3,0.2048419226846988
3,depression_phq9_score,4,0.19908169974316958
3,depression_phq9_score,5,0.22884398261216232
3,depression_phq9_score,6,0.15858540147073918
3,depression_phq9_score,7,0.23903614645047855
3,depression_phq9_score,8,0.2060056634251698
3,depression_phq9_score,9,0.23369976085837407
3,depression_phq9_score,10,0.2337277256373237
3,fatigue_severity_scale_score,1,0.10070464044085659
3,fatigue_severity_scale_score,2,0.11568409374370037
3,fatigue_severity_scale_score,3,0.1212755603525899
3,fatigue_severity_scale_score,4,0.1144494149239077
3,fatigue_severity_scale_score,5,0.10895778037427417
3,fatigue_severity_scale_score,6,0.13991453635052442
3,fatigue_severity_scale_score,7,0.13433344574069428
3,fatigue_severity_scale_score,8,0.12043796323601041
3,fatigue_severity_scale_score,9,0.09313065123418873
3,fatigue_severity_scale_score,10,0.1263818648778412
3,pem_duration_hours,1,-0.02320493873697893
3,pem_duration_hours,2,-0.009003715479951935
3,pem_duration_hours,3,-0.008017171730156036
3,pem_duration_hours,4,-0.003766001283480258
3,pem_duration_hours,5,-0.015069216711436462
3,pem_duration_hours,6,-0.012029768282638353
3,pem_duration_hours,7,-0.01915573923839642
3,pem_duration_hours,8,-0.010944336998252147
3,pem_duration_hours,9,-0.013066247203444514
3,pem_duration_hours,10,-0.02222109238404324
3,hours_of_sleep_per_night,1,-0.0029894123651376114
3,hours_of_sleep_per_night,2,-0.0029894123651376114
3,hours_of_sleep_per_night,3,-0.0029894123651376114
3,hours_of_sleep_per_night,4,-0.0059904591417409
3,hours_of_sleep_per_night,5,-0.0029894123651376114
3,hours_of_sleep_per_night,6,-0.0029894123651376114
3,hours_of_sleep_per_night,7,-0.0029894123651376114
3,hours_of_sleep_per_night,8,-0.0029894123651376114
3,hours_of_sleep_per_night,9,-0.0029894123651376114
3,hours_of_sleep_per_night,10,-0.0029894123651376114
3,pem_present,1,0.14141033653959345
3,pem_present,2,0.1608917176824275
3,pem_present,3,0.18911243497274488
3,pem_present,4,0.17207107982973635
3,pem_present,5,0.13749904960553216
3,pem_present,6,0.1837749382549838
3,pem_present,7,0.16792883415825532
3,pem_present,8,0.17840663045398364
3,pem_present,9,0.10764429111509166
3,pem_present,10,0.14991792600498466
3,work_status,1,0.0
3,work_status,2,0.0029783418379202287
3,work_status,3,0.0029783418379202287
3,work_status,4,0.0029783418379202287
3,work_status,5,0.0029783418379202287
3,work_status,6,0.0029783418379202287
3,work_status,7,0.005946166235564321
3,work_status,8,0.0
3,work_status,9,0.005946166235564321
3,work_status,10,0.0029783418379202287
3,social_activity_level,1,-0.0070277111644018175
3,social_activity_level,2,-0.0029894123651376114
3,social_activity_level,3,0.0029783418379202287
3,social_activity_level,4,-0.0070277111644018175
3,social_activity_level,5,0.0029783418379202287
3,social_activity_level,6,0.0029783418379202287
3,social_activity_level,7,-0.0070277111644018175
3,social_activity_level,8,0.0
3,social_activity_level,9,-0.0010355027472958023
3,social_activity_level,10,-0.004026098180337834
3,exercise_frequency,1,0.005946166235564321
3,exercise_frequency,2,0.0
3,exercise_frequency,3,0.0029783418379202287
3,exercise_frequency,4,0.00890401593382073
3,exercise_frequency,5,0.005946166235564321
3,exercise_frequency,6,0.00890401593382073
3,exercise_frequency,7,0.0029783418379202287
3,exercise_frequency,8,0.005946166235564321
3,exercise_frequency,9,0.005946166235564321
3,exercise_frequency,10,0.0029783418379202287
3,meditation_or_mindfulness,1,0.0029783418379202287
3,meditation_or_mindfulness,2,0.0029783418379202287
3,meditation_or_mindfulness,3,0.0029783418379202287
3,meditation_or_mindfulness,4,0.0029783418379202287
3,meditation_or_mindfulness,5,0.0029783418379202287
3,meditation_or_mindfulness,6,0.0
3,meditation_or_mindfulness,7,0.0
3,meditation_or_mindfulness,8,0.0029783418379202287
3,meditation_or_mindfulness,9,0.0
3,meditation_or_mindfulness,10,0.0
4,age,1,0.013246921966568959
4,age,2,0.001738445850594461
4,age,3,0.011457751462688792
4,age,4,0.029457915377544497
4,age,5,0.01465119995999431
4,age,6,0.01351417750804651
4,age,7,0.011727117601179837
4,age,8,0.031421117696986633
4,age,9,0.02567603559034848
4,age,10,0.013246921966568959
4,gender,1,0.0088997448873116
4,gender,2,0.00590540006311524
4,gender,3,0.00832964248735768
4,gender,4,0.0026509798780338656
4,gender,5,0.003572982985488027
4,gender,6,0.0
4,gender,7,0.005314316428553401
4,gender,8,0.005670512826971175
4,gender,9,0.0032374228026402774
4,gender,10,0.00832964248735768
4,sleep_quality_index,1,0.0253516973128719
4,sleep_quality_index,2,0.01604469388170715
4,sleep_quality_index,3,0.0026538403942402145
4,sleep_quality_index,4,0.01490403197655421
4,sleep_quality_index,5,0.007401591731963086
4,sleep_quality_index,6,0.005988536735928807
4,sleep_quality_index,7,0.014650287688526165
4,sleep_quality_index,8,0.007401591731963086
4,sleep_quality_index,9,0.011668170141849621
4,sleep_quality_index,10,0.014464311385923523
4,brain_fog_level,1,0.008473363572389925
4,brain_fog_level,2,0.004906116677413475
4,brain_fog_level,3,0.025005892076749414
4,brain_fog_level,4,0.021522803503295718
4,brain_fog_level,5,0.0040699021505077315
4,brain_fog_level,6,0.0020224398429313784
4,brain_fog_level,7,0.015361601004379999
4,brain_fog_level,8,0.004371716149524918
4,brain_fog_level,9,0.015166322505262508
4,brain_fog_level,10,0.008531078077969045
4,physical_pain_score,1,0.026546707226161592
4,physical_pain_score,2,0.013497351002686009
4,physical_pain_score,3,0.022927728690637084
4,physical_pain_score,4,0.01401565199593191
4,physical_pain_score,5,0.018629844489363778
4,physical_pain_score,6,0.01595864780522982
4,physical_pain_score,7,0.007315845056244941
4,physical_pain_score,8,0.01204880278369136
4,physical_pain_score,9,0.02005011908344112
4,physical_pain_score,10,0.019749673097269382
4,stress_level,1,0.016623279397002033
4,stress_level,2,0.006841536755849642
4,stress_level,3,0.019250576990976764
4,stress_level,4,0.023695013815429933
4,stress_level,5,0.01216432990472982
4,stress_level,6,0.016056016907255777
4,stress_level,7,0.014896548814089416
4,stress_level,8,0.029325346346321668
4,stress_level,9,0.017771765946948515
4,stress_level,10,0.014696229853712772
4,depression_phq9_score,1,0.21839121656639904
4,depression_phq9_score,2,0.18787198306728947
4,depression_phq9_score,3,0.21913055807799953
4,depression_phq9_score,4,0.21539103371523827
4,depression_phq9_score,5,0.21706866775871614
4,depression_phq9_score,6,0.18541730384663546
4,depression_phq9_score,7,0.2498957866580933
4,depression_phq9_score,8,0.25918787467440785
4,depression_phq9_score,9,0.16328123498582925
4,depression_phq9_score,10,0.24159278940798978
4,fatigue_severity_scale_score,1,0.14493922508162072
4,fatigue_severity_scale_score,2,0.13220071810819256
4,fatigue_severity_scale_score,3,0.15350729311743372
4,fatigue_severity_scale_score,4,0.13220071810819256
4,fatigue_severity_scale_score,5,0.15654824711473392
4,fatigue_severity_scale_score,6,0.13161085482926382
4,fatigue_severity_scale_score,7,0.19441925673140048
4,fatigue_severity_scale_score,8,0.14806485746488374
4,fatigue_severity_scale_score,9,0.1591606470878889
4,fatigue_severity_scale_score,10,0.13376709927123032
4,pem_duration_hours,1,0.007845387456290931
4,pem_duration_hours,2,0.004650979704030611
4,pem_duration_hours,3,0.015714802420719542
4,pem_duration_hours,4,0.005670512826971175
4,pem_duration_hours,5,0.013845087739804862
4,pem_duration_hours,6,0.013845087739804862
4,pem_duration_hours,7,0.003572982985488027
4,pem_duration_hours,8,0.0010691243599405542
4,pem_duration_hours,9,0.011207532058770897
4,pem_duration_hours,10,0.004088453953777327
4,hours_of_sleep_per_night,1,0.004088453953777327
4,hours_of_sleep_per_night,2,0.009003963700885187
4,hours_of_sleep_per_night,3,-0.0008506432785463369
4,hours_of_sleep_per_night,4,-0.004611231099795887
4,hours_of_sleep_per_night,5,0.009378480575245707
4,hours_of_sleep_per_night,6,0.009708741493557937
4,hours_of_sleep_per_night,7,0.012373794483995115
4,hours_of_sleep_per_night,8,0.017986506124017865
4,hours_of_sleep_per_night,9,-0.011125262950080428
4,hours_of_sleep_per_night,10,-0.006074466964964498
4,pem_present,1,0.1643172444426344
4,pem_present,2,0.1496309700819124
4,pem_present,3,0.14822363028032992
4,pem_present,4,0.14569476886995136
4,pem_present,5,0.16987193971646408
4,pem_present,6,0.15221765619507455
4,pem_present,7,0.1637178459298959
4,pem_present,8,0.15034123955994283
4,pem_present,9,0.15793180582074828
4,pem_present,10,0.11707538299025688
4,work_status,1,0.0008925432206492445
4,work_status,2,0.008212715684845495
4,work_status,3,0.008531078077969045
4,work_status,4,0.002878771630375976
4,work_status,5,-0.002341258663892898
4,work_status,6,0.00554634527400788
4,work_status,7,-0.003487409660053342
4,work_status,8,0.008260268548708871
4,work_status,9,-0.003995264851364366
4,work_status,10,0.007932246812077048
4,social_activity_level,1,0.0040699021505077315
4,social_activity_level,2,0.00974008748048738
4,social_activity_level,3,0.0005699494874902289
4,social_activity_level,4,0.01028585199650367
4,social_activity_level,5,0.004417294331607202
4,social_activity_level,6,0.0
4,social_activity_level,7,0.007623821541362097
4,social_activity_level,8,0.01062166452707014
4,social_activity_level,9,0.007065112939175222
4,social_activity_level,10,0.011231368386995122
4,exercise_frequency,1,0.00810295161550556
4,exercise_frequency,2,0.02116799217240517
4,exercise_frequency,3,0.004327748505832174
4,exercise_frequency,4,0.01327279997871711
4,exercise_frequency,5,0.011099269467913842
4,exercise_frequency,6,0.009711054917353579
4,exercise_frequency,7,0.006615314335576494
4,exercise_frequency,8,0.01381874725612764
4,exercise_frequency,9,0.018231134609997035
4,exercise_frequency,10,0.0014037718976450675
4,meditation_or_mindfulness,1,0.010300142456600714
4,meditation_or_mindfulness,2,0.003716763610938645
4,meditation_or_mindfulness,3,0.0010691243599405542
4,meditation_or_mindfulness,4,0.007315845056244941
4,meditation_or_mindfulness,5,0.004319334184657464
4,meditation_or_mindfulness,6,0.003018001193183628
4,meditation_or_mindfulness,7,0.0
4,meditation_or_mindfulness,8,0.004088453953777327
4,meditation_or_mindfulness,9,-0.0024330900243307862
4,meditation_or_mindfulness,10,0.0032374228026402774
5,age,1,-0.003087815582957454
5,age,2,0.0005517775271028924
5,age,3,0.009725291905103739
5,age,4,0.006704236300038802
5,age,5,-0.0005136502700322509
5,age,6,0.0
5,age,7,0.010961243260359077
5,age,8,0.006704236300038802
5,age,9,-0.006704236300038913
5,age,10,0.006704236300038802
5,gender,1,0.003629964628798499
5,gender,2,-0.003087815582957454
5,gender,3,0.0005517775271028924
5,gender,4,0.0
5,gender,5,0.0
5,gender,6,0.003629964628798499
5,gender,7,-0.003087815582957454
5,gender,8,0.003629964628798499
5,gender,9,-0.003087815582957454
5,gender,10,-0.003087815582957454
5,sleep_quality_index,1,0.006704236300038802
5,sleep_quality_index,2,0.010347744840554673
5,sleep_quality_index,3,-0.003087815582957454
5,sleep_quality_index,4,-0.003087815582957454
5,sleep_quality_index,5,0.006704236300038802
5,sleep_quality_index,6,0.0030839920552894196
5,sleep_quality_index,7,-0.003087815582957454
5,sleep_quality_index,8,0.007283484844176069
5,sleep_quality_index,9,0.006667926909741384
5,sleep_quality_index,10,0.007283484844176069
5,brain_fog_level,1,0.007473156271786241
5,brain_fog_level,2,0.0005517775271028924
5,brain_fog_level,3,0.0036069557523845663
5,brain_fog_level,4,0.004207799126234257
5,brain_fog_level,5,-0.006076015323383532
5,brain_fog_level,6,-0.004379451247210175
5,brain_fog_level,7,0.010943281321839082
5,brain_fog_level,8,-0.0025308008332052268
5,brain_fog_level,9,0.0011479697571668002
5,brain_fog_level,10,-2.5513518638886623e-05
5,physical_pain_score,1,-0.01602284492676964
5,physical_pain_score,2,-0.012911637107043461
5,physical_pain_score,3,0.001142477402355624
5,physical_pain_score,4,0.001142477402355624
5,physical_pain_score,5,-0.009805595794713629
5,physical_pain_score,6,-0.006704236300038913
5,physical_pain_score,7,-0.005765191754309562
5,physical_pain_score,8,-0.012911637107043461
5,physical_pain_score,9,0.0
5,physical_pain_score,10,-0.007191931338557334
5,stress_level,1,0.012963596891652829
5,stress_level,2,0.0036069557523845663
5,stress_level,3,-0.0019169743097172676
5,stress_level,4,-0.0019169743097172676
5,stress_level,5,0.006898458046827871
5,stress_level,6,0.0017935273507210248
5,stress_level,7,0.01031402645945545
5,stress_level,8,0.004207799126234257
5,stress_level,9,0.0013141463494592553
5,stress_level,10,0.0068623570326726835
5,depression_phq9_score,1,0.18293082519581905
5,depression_phq9_score,2,0.21843550255256539
5,depression_phq9_score,3,0.24212317231351888
5,depression_phq9_score,4,0.20753054339122
5,depression_phq9_score,5,0.23581644241030242
5,depression_phq9_score,6,0.1939791677540098
5,depression_phq9_score,7,0.19773606222161466
5,depression_phq9_score,8,0.2339126743325849
5,depression_phq9_score,9,0.24442748566269867
5,depression_phq9_score,10,0.22319976411905307
5,fatigue_severity_scale_score,1,0.1469630477987205
5,fatigue_severity_scale_score,2,0.16730261911885735
5,fatigue_severity_scale_score,3,0.13646622008229903
